state,year,dengueCases,zikaCases,chikvCases,pop_tot,disease,incidence
RR,2021,116,194,78,652713,Chikungunya,11.95012202913072
RR,2022,60,117,79,652713,Dengue,9.192401560869786
RR,2022,60,117,79,652713,Zika,17.92518304369608
RR,2022,60,117,79,652713,Chikungunya,12.103328721811884
RR,2023,233,301,38,652713,Dengue,35.697159394711
RR,2023,233,301,38,652713,Zika,46.11521449703009
RR,2023,233,301,38,652713,Chikungunya,5.821854321884197
RR,2024,706,522,30,716793,Dengue,98.4942654294894
RR,2024,706,522,30,716793,Zika,72.82437188979246
RR,2024,706,522,30,716793,Chikungunya,4.185308729298417
RR,2025,234,107,3,738772,Dengue,31.674183645292462
RR,2025,234,107,3,738772,Zika,14.483494230967063
RR,2025,234,107,3,738772,Chikungunya,0.40607927750374945
RS,2016,3180,839,88,11286500,Dengue,28.17525362158331
RS,2016,3180,839,88,11286500,Zika,7.4336596819208784
RS,2016,3180,839,88,11286500,Chikungunya,0.7796925530501041
RS,2017,190,149,31,11322895,Dengue,1.6780160904079742
RS,2017,190,149,31,11322895,Zika,1.3159178814252008
RS,2017,190,149,31,11322895,Chikungunya,0.27378157264551156
RS,2018,130,133,25,11329605,Dengue,1.1474362963227756
RS,2018,130,133,25,11329605,Zika,1.173915595468686
RS,2018,130,133,25,11329605,Chikungunya,0.2206608262159184
RS,2019,1670,164,25,11377239,Dengue,14.67842945023832
RS,2019,1670,164,25,11377239,Zika,1.4414745088856795
RS,2019,1670,164,25,11377239,Chikungunya,0.21973696781793894
RS,2020,4007,334,16,11422973,Dengue,35.07843360918388
RS,2020,4007,334,16,11422973,Zika,2.9239323247984563
RS,2020,4007,334,16,11422973,Chikungunya,0.14006861436160273
RS,2021,10872,261,278,11466630,Dengue,94.81425667349518
RS,2021,10872,261,278,11466630,Zika,2.2761700691484767
RS,2021,10872,261,278,11466630,Chikungunya,2.424426357177305
RS,2022,67290,504,98,11466630,Dengue,586.8332718505785
RS,2022,67290,504,98,11466630,Zika,4.395362892148783
RS,2022,67290,504,98,11466630,Chikungunya,0.8546538956955968
RS,2023,38693,255,98,11466630,Dengue,337.44003251173183
RS,2023,38693,255,98,11466630,Zika,2.22384432043242
RS,2023,38693,255,98,11466630,Chikungunya,0.8546538956955968
RS,2024,223209,127,86,11229915,Dengue,1987.6285795573697
RS,2024,223209,127,86,11229915,Zika,1.130907936524898
RS,2024,223209,127,86,11229915,Chikungunya,0.7658116735522931
RS,2025,58921,28,3,11233263,Dengue,524.522571936578
RS,2025,58921,28,3,11233263,Zika,0.24925972088430584
RS,2025,58921,28,3,11233263,Chikungunya,0.026706398666175624
SC,2016,5088,304,21,6910553,Dengue,73.62652453428835
SC,2016,5088,304,21,6910553,Zika,4.399069075948046
SC,2016,5088,304,21,6910553,Chikungunya,0.3038830611674637
SC,2017,186,102,79,7001161,Dengue,2.656702224102545
SC,2017,186,102,79,7001161,Zika,1.4569012196691378
SC,2017,186,102,79,7001161,Chikungunya,1.128384277979038
SC,2018,185,88,74,7075494,Dengue,2.6146584252633103
SC,2018,185,88,74,7075494,Zika,1.2437294130982233
SC,2018,185,88,74,7075494,Chikungunya,1.0458633701053242
SC,2019,2101,198,102,7164788,Dengue,29.323966040586267
SC,2019,2101,198,102,7164788,Zika,2.763515124243732
SC,2019,2101,198,102,7164788,Chikungunya,1.4236290033982864
SC,2020,11834,222,34,7252502,Dengue,163.17127523715263
SC,2020,11834,222,34,7252502,Zika,3.061012599513933
SC,2020,11834,222,34,7252502,Chikungunya,0.46880373145708887
SC,2021,19496,164,111,7338473,Dengue,265.66834816998033
SC,2021,19496,164,111,7338473,Zika,2.234797348167664
SC,2021,19496,164,111,7338473,Chikungunya,1.512576253942748
SC,2022,85165,550,92,7338473,Dengue,1160.527537540848
SC,2022,85165,550,92,7338473,Zika,7.494747204220823
SC,2022,85165,550,92,7338473,Chikungunya,1.253666805069665
SC,2023,141407,233,138,7338473,Dengue,1926.926759831371
SC,2023,141407,233,138,7338473,Zika,3.175047451969913
SC,2023,141407,233,138,7338473,Chikungunya,1.8805002076044974
SC,2024,336833,200,128,8058441,Dengue,4179.877968952059
SC,2024,336833,200,128,8058441,Zika,2.481869632103778
SC,2024,336833,200,128,8058441,Chikungunya,1.5883965645464178
SC,2025,22582,194,4,8187029,Dengue,275.8265544191916
SC,2025,22582,194,4,8187029,Zika,2.369601964277884
SC,2025,22582,194,4,8187029,Chikungunya,0.04885777245933782
SE,2016,3518,862,1013,2265779,Dengue,155.2666875277774
SE,2016,3518,862,1013,2265779,Zika,38.04431058810237
SE,2016,3518,862,1013,2265779,Chikungunya,44.70868518068178
SE,2017,599,60,117,2288116,Dengue,26.178742686122554
SE,2017,599,60,117,2288116,Zika,2.6222446764062664
SE,2017,599,60,117,2288116,Chikungunya,5.1133771189922195
SE,2018,237,29,29,2278308,Dengue,10.402456559868112
SE,2018,237,29,29,2278308,Zika,1.272874431376267
SE,2018,237,29,29,2278308,Chikungunya,1.272874431376267
SE,2019,5986,432,414,2298696,Dengue,260.40850986820357
SE,2019,5986,432,414,2298696,Zika,18.793263659048435
SE,2019,5986,432,414,2298696,Chikungunya,18.010211006588083
SE,2020,1856,528,3015,2318822,Dengue,80.04064132563862
SE,2020,1856,528,3015,2318822,Zika,22.77018244608685
SE,2020,1856,528,3015,2318822,Chikungunya,130.02291680862092
SE,2021,764,1142,3007,2338474,Dengue,32.670878530186776
SE,2021,764,1142,3007,2338474,Zika,48.83526607522684
SE,2021,764,1142,3007,2338474,Chikungunya,128.58813055009378
SE,2022,5203,1402,3842,2338474,Dengue,222.4955248593741
SE,2022,5203,1402,3842,2338474,Zika,59.95362787869354
SE,2022,5203,1402,3842,2338474,Chikungunya,164.29517711122722
SE,2023,2880,770,1567,2338474,Dengue,123.15723843840043
SE,2023,2880,770,1567,2338474,Zika,32.92745611026678
SE,2023,2880,770,1567,2338474,Chikungunya,67.00951133089357
SE,2024,1916,910,543,2291077,Dengue,83.62879117550392
SE,2024,1916,910,543,2291077,Zika,39.71931104890844
SE,2024,1916,910,543,2291077,Chikungunya,23.700643845667344
SE,2025,619,184,10,2299425,Dengue,26.919773421616274
SE,2025,619,184,10,2299425,Zika,8.002000500125032
SE,2025,619,184,10,2299425,Chikungunya,0.4348913315285344
SP,2016,202576,10377,1022,44749699,Dengue,452.68684377072566
SP,2016,202576,10377,1022,44749699,Zika,23.18898279069989
SP,2016,202576,10377,1022,44749699,Chikungunya,2.283814244203073
SP,2017,9399,1652,656,45094866,Dengue,20.842727418238695
SP,2017,9399,1652,656,45094866,Zika,3.663388200333049
SP,2017,9399,1652,656,45094866,Chikungunya,1.4547110529167555
SP,2018,18261,1437,390,45538936,Dengue,40.099751122863296
SP,2018,18261,1437,390,45538936,Zika,3.155541446993843
SP,2018,18261,1437,390,45538936,Chikungunya,0.8564099960526088
SP,2019,443019,3452,315,45919049,Dengue,964.7826112426676
SP,2019,443019,3452,315,45919049,Zika,7.517577291289286
SP,2019,443019,3452,315,45919049,Chikungunya,0.6859898165573943
SP,2020,206510,1159,259,46289333,Dengue,446.12870096875236
SP,2020,206510,1159,259,46289333,Zika,2.5038165920429227
SP,2020,206510,1159,259,46289333,Chikungunya,0.5595241564617057
SP,2021,156851,962,12856,46649132,Dengue,336.2356238482637
SP,2021,156851,962,12856,46649132,Zika,2.062203429637233
SP,2021,156851,962,12856,46649132,Chikungunya,27.55892649835371
SP,2022,350379,1104,1047,46649132,Dengue,751.0943611984035
SP,2022,350379,1104,1047,46649132,Zika,2.366603520082646
SP,2022,350379,1104,1047,46649132,Chikungunya,2.2444147513827266
SP,2023,336763,1045,2323,46649132,Dengue,721.9062511173842
SP,2023,336763,1045,2323,46649132,Zika,2.2401274261651856
SP,2023,336763,1045,2323,46649132,Chikungunya,4.979728240173901
SP,2024,2178793,1994,8193,45973194,Dengue,4739.268278814824
SP,2024,2178793,1994,8193,45973194,Zika,4.337310129028668
SP,2024,2178793,1994,8193,45973194,Chikungunya,17.821254707689008
SP,2025,721497,2004,590,46081801,Dengue,1565.6875042709378
SP,2025,721497,2004,590,46081801,Zika,4.348788364413101
SP,2025,721497,2004,590,46081801,Chikungunya,1.2803319036944758
TO,2016,7896,6276,452,1532902,Dengue,515.1014220087129
TO,2016,7896,6276,452,1532902,Zika,409.4195193169557
TO,2016,7896,6276,452,1532902,Chikungunya,29.486555565848303
TO,2017,4913,3259,1949,1550194,Dengue,316.92807480870135
TO,2017,4913,3259,1949,1550194,Zika,210.23175163882715
TO,2017,4913,3259,1949,1550194,Chikungunya,125.72619943052288
TO,2018,2815,1324,66,1555229,Dengue,181.00228326503685
TO,2018,2815,1324,66,1555229,Zika,85.13215738646849
TO,2018,2815,1324,66,1555229,Chikungunya,4.243748026817916
TO,2019,13739,2454,8,1572866,Dengue,873.5009848264251
TO,2019,13739,2454,8,1572866,Zika,156.02091977320381
TO,2019,13739,2454,8,1572866,Chikungunya,0.5086256553323678
TO,2020,1916,321,23,1590248,Dengue,120.48435212620925
TO,2020,1916,321,23,1590248,Zika,20.185530810288707
TO,2020,1916,321,23,1590248,Chikungunya,1.4463152917029294
TO,2021,8860,788,165,1607363,Dengue,551.2133849043433
TO,2021,8860,788,165,1607363,Zika,49.02439585830954
TO,2021,8860,788,165,1607363,Chikungunya,10.265260554087657
TO,2022,20707,2225,2934,1607363,Dengue,1288.2590926878372
TO,2022,20707,2225,2934,1607363,Zika,138.42548322936386
TO,2022,20707,2225,2934,1607363,Chikungunya,182.53499676177688
TO,2023,3245,3080,2608,1607363,Dengue,201.88345756372394
TO,2023,3245,3080,2608,1607363,Zika,191.61819700963628
TO,2023,3245,3080,2608,1607363,Chikungunya,162.2533304549128
TO,2024,4304,1972,496,1577342,Dengue,272.8640966892405
TO,2024,4304,1972,496,1577342,Zika,125.0204457879141
TO,2024,4304,1972,496,1577342,Chikungunya,31.445304822923628
TO,2025,2802,736,10,1586859,Dengue,176.575234472628
TO,2025,2802,736,10,1586859,Zika,46.38093239537981
TO,2025,2802,736,10,1586859,Chikungunya,0.6301757118937473
