state,year,month,year_month,dengueCases,zikaCases,chikvCases,pop_tot,dengueIncidence,zikaIncidence,chikvIncidence
AC,2017,10,2017-10-01,103,18,6,829619,12.415337642942122,2.1696706560481376,0.7232235520160459
AC,2017,11,2017-11-01,182,17,8,829619,21.93778107782006,2.049133397378797,0.9642980693547278
AC,2017,12,2017-12-01,371,15,4,829619,44.71932296632551,1.808058880040115,0.4821490346773639
AC,2018,1,2018-01-01,480,14,12,869265,55.21906438197788,1.6105560444743547,1.380476609549447
AC,2018,2,2018-02-01,411,23,6,869265,47.28132387706856,2.64591350163644,0.6902383047747235
AC,2018,3,2018-03-01,433,18,7,869265,49.81219766124254,2.0707149143241708,0.8052780222371774
AC,2018,4,2018-04-01,290,14,8,869265,33.361518064111635,1.6105560444743547,0.9203177396996313
AC,2018,5,2018-05-01,279,27,2,869265,32.09608117202464,3.1060723714862557,0.23007943492490782
AC,2018,6,2018-06-01,237,21,7,869265,27.264413038601578,2.415834066711532,0.8052780222371774
AC,2018,7,2018-07-01,186,23,8,869265,21.397387448016428,2.64591350163644,0.9203177396996313
AC,2018,8,2018-08-01,181,30,19,869265,20.822188860704156,3.4511915238736175,2.185754631786624
AC,2018,9,2018-09-01,517,30,11,869265,59.475533928088666,3.4511915238736175,1.265436892086993
AC,2018,10,2018-10-01,997,64,20,869265,114.69459831006654,7.36254191759705,2.3007943492490783
AC,2018,11,2018-11-01,1732,43,10,869265,199.24879064497017,4.9467078508855185,1.1503971746245392
AC,2018,12,2018-12-01,1513,48,5,869265,174.05509252069277,5.521906438197788,0.5751985873122696
AC,2019,1,2019-01-01,1581,63,5,881935,179.26491181322885,7.143383582690334,0.5669352049754233
AC,2019,2,2019-02-01,1277,44,0,881935,144.79525135072313,4.989029803783725,0
AC,2019,3,2019-03-01,979,12,1,881935,111.0059131341879,1.360644491941016,0.11338704099508468
AC,2019,4,2019-04-01,461,4,0,881935,52.27142589873403,0.4535481639803387,0
AC,2019,5,2019-05-01,302,1,0,881935,34.24288638051557,0.11338704099508468,0
AC,2019,6,2019-06-01,202,2,0,881935,22.904182281007103,0.22677408199016935,0
AC,2019,7,2019-07-01,123,7,0,881935,13.946606042395416,0.7937092869655927,0
AC,2019,8,2019-08-01,194,2,0,881935,21.997085953046426,0.22677408199016935,0
AC,2019,9,2019-09-01,137,2,0,881935,15.5340246163266,0.22677408199016935,0
AC,2019,10,2019-10-01,507,1,0,881935,57.487229784507925,0.11338704099508468,0
AC,2019,11,2019-11-01,2283,3,0,881935,258.8626145917783,0.340161122985254,0
AC,2019,12,2019-12-01,1997,8,0,881935,226.4339208671841,0.9070963279606774,0
AC,2020,1,2020-01-01,2297,9,1,894470,256.8001162699699,1.0061824320547363,0.11179804800608181
AC,2020,2,2020-02-01,1228,16,9,894470,137.28800295146846,1.788768768097309,1.0061824320547363
AC,2020,3,2020-03-01,401,14,8,894470,44.831017250438805,1.5651726720851455,0.8943843840486545
AC,2020,4,2020-04-01,197,12,3,894470,22.024215457198117,1.3415765760729819,0.33539414401824547
AC,2020,5,2020-05-01,683,37,10,894470,76.35806678815388,4.136527776225027,1.1179804800608182
AC,2020,6,2020-06-01,306,46,6,894470,34.210202689861035,5.142710208279763,0.6707882880364909
AC,2020,7,2020-07-01,148,39,1,894470,16.54611110490011,4.360123872237191,0.11179804800608181
AC,2020,8,2020-08-01,138,9,3,894470,15.428130624839289,1.0061824320547363,0.33539414401824547
AC,2020,9,2020-09-01,101,20,1,894470,11.291602848614263,2.2359609601216364,0.11179804800608181
AC,2020,10,2020-10-01,178,16,4,894470,19.900052545082563,1.788768768097309,0.44719219202432725
AC,2020,11,2020-11-01,592,23,9,894470,66.18444441960044,2.5713551041398817,1.0061824320547363
AC,2020,12,2020-12-01,1288,60,34,894470,143.9958858318334,6.7078828803649095,3.8011336322067817
AC,2021,1,2021-01-01,4547,118,41,906876,501.3915904710236,13.011701710046356,4.52101500094831
AC,2021,2,2021-02-01,4129,65,30,906876,455.2992911930628,7.167462806381468,3.3080597567914465
AC,2021,3,2021-03-01,2675,56,122,906876,294.9686616472373,6.175044879344034,13.452776344285216
AC,2021,4,2021-04-01,874,68,16,906876,96.37480758119081,7.498268782060613,1.7642985369554383
AC,2021,5,2021-05-01,511,68,8,906876,56.347284524014306,7.498268782060613,0.8821492684777191
AC,2021,6,2021-06-01,158,52,11,906876,17.422448052434955,5.733970245105174,1.2129552441568638
AC,2021,7,2021-07-01,127,53,21,906876,14.004119637083793,5.844238903664889,2.3156418297540124
AC,2021,8,2021-08-01,97,44,4,906876,10.696059880292344,4.851820976627455,0.44107463423885956
AC,2021,9,2021-09-01,144,26,2,906876,15.878686832598943,2.866985122552587,0.22053731711942978
AC,2021,10,2021-10-01,329,37,10,906876,36.2783886661462,4.079940366709451,1.102686585597149
AC,2021,11,2021-11-01,389,29,35,906876,42.894508179729094,3.197791098231732,3.859403049590021
AC,2021,12,2021-12-01,860,1,0,906876,94.8310463613548,0.11026865855971489,0
AC,2022,1,2022-01-01,558,7,2,906876,61.529911476320905,0.7718806099180042,0.22053731711942978
AC,2022,2,2022-02-01,484,1,2,906876,53.37003074290201,0.11026865855971489,0.22053731711942978
AC,2022,3,2022-03-01,491,9,8,906876,54.14191135282001,0.9924179270374339,0.8821492684777191
AC,2022,4,2022-04-01,410,7,7,906876,45.21015000948311,0.7718806099180042,0.7718806099180042
AC,2022,5,2022-05-01,318,7,6,906876,35.06543342198933,0.7718806099180042,0.6616119513582893
AC,2022,6,2022-06-01,160,10,9,906876,17.642985369554385,1.102686585597149,0.9924179270374339
AC,2022,7,2022-07-01,166,10,18,906876,18.30459732091267,1.102686585597149,1.9848358540748678
AC,2022,8,2022-08-01,77,11,0,906876,8.490686709098046,1.2129552441568638,0
AC,2022,9,2022-09-01,52,5,0,906876,5.733970245105174,0.5513432927985745,0
AC,2022,10,2022-10-01,133,5,0,906876,14.66573158844208,0.5513432927985745,0
AC,2022,11,2022-11-01,206,8,1,906876,22.715343663301265,0.8821492684777191,0.11026865855971489
AC,2022,12,2022-12-01,349,17,1,906876,38.483761837340495,1.8745671955151533,0.11026865855971489
AC,2023,1,2023-01-01,550,20,0,906876,60.647762207843186,2.205373171194298,0
AC,2023,2,2023-02-01,780,27,4,906876,86.00955367657761,2.977253781112302,0.44107463423885956
AC,2023,3,2023-03-01,990,393,3,906876,109.16597197411775,43.33558281396795,0.33080597567914466
AC,2023,4,2023-04-01,916,100,6,906876,101.00609124069884,11.02686585597149,0.6616119513582893
AC,2023,5,2023-05-01,419,73,4,906876,46.20256793652054,8.049612074859187,0.44107463423885956
AC,2023,6,2023-06-01,184,10,2,906876,20.28943317498754,1.102686585597149,0.22053731711942978
AC,2023,7,2023-07-01,165,26,2,906876,18.19432866235296,2.866985122552587,0.22053731711942978
AC,2023,8,2023-08-01,130,20,3,906876,14.334925612762936,2.205373171194298,0.33080597567914466
AC,2023,9,2023-09-01,165,15,0,906876,18.19432866235296,1.6540298783957232,0
AC,2023,10,2023-10-01,232,65,0,906876,25.582328785853857,7.167462806381468,0
AC,2023,11,2023-11-01,684,43,2,906876,75.42376245484498,4.741552318067741,0.22053731711942978
AC,2023,12,2023-12-01,1926,106,14,906876,212.37743638601088,11.688477807329779,1.5437612198360084
AC,2024,1,2024-01-01,1925,98,103,880631,218.59325869745672,11.12838407914325,11.696158777058722
AC,2024,2,2024-02-01,747,131,26,880631,84.82553986857151,14.875697085385365,2.9524284291604546
AC,2024,3,2024-03-01,528,88,32,880631,59.957008099873846,9.992834683312307,3.6337580666590203
AC,2024,4,2024-04-01,332,125,22,880631,37.70023994158734,14.1943674478868,2.4982086708280766
AC,2024,5,2024-05-01,184,66,12,880631,20.89410888328937,7.494626012484231,1.3626592749971327
AC,2024,6,2024-06-01,127,65,33,880631,14.421477327052987,7.381071072901135,3.7473130062421154
AC,2024,7,2024-07-01,77,44,41,880631,8.74373034789827,4.996417341656153,4.65575252290687
AC,2024,8,2024-08-01,109,59,19,880631,12.37748841455729,6.6997414354025695,2.1575438520787937
AC,2024,9,2024-09-01,107,35,16,880631,12.1503785353911,3.974422885408304,1.8168790333295102
AC,2024,10,2024-10-01,276,63,7,880631,31.341163324934055,7.153961193734947,0.7948845770816608
AC,2024,11,2024-11-01,666,55,0,880631,75.62758976234088,6.245521677070192,0
AC,2024,12,2024-12-01,1244,110,6,880631,141.2623448413694,12.491043354140384,0.6813296374985663
